"Ciudad_Ayala | populationMetro | 1777539 && Ciudad_Ayala | leaderTitle | ""City Manager"" && Ciudad_Ayala | type | City && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | governmentType | Council-manager_government"
"Liselotte_Grschebina | deathPlace | Israel && Liselotte_Grschebina | deathPlace | Petah_Tikva && Israel | populationDensity | 387.63 && Israel | longName | ""State of Israel"" && Liselotte_Grschebina | nationality | Israel"
Liselotte_Grschebina | birthPlace | German_Empire && German_Empire | anthem | Das_Lied_der_Deutschen && German_Empire | anthem | Die_Wacht_am_Rhein && Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | birthDate | 1908-05-02
Liselotte_Grschebina | birthPlace | German_Empire && German_Empire | anthem | Das_Lied_der_Deutschen && German_Empire | anthem | Die_Wacht_am_Rhein && Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | birthDate | 1908-05-02
Liselotte_Grschebina | birthPlace | German_Empire && German_Empire | anthem | Das_Lied_der_Deutschen && German_Empire | anthem | Die_Wacht_am_Rhein && Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | birthDate | 1908-05-02
"Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && All_India_Council_for_Technical_Education | location | Mumbai && Acharya_Institute_of_Technology | director | ""Dr. G. P. Prabhukumar"" && Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | wasGivenTheTechnicalCampusStatusBy | All_India_Council_for_Technical_Education"
"Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && All_India_Council_for_Technical_Education | location | Mumbai && Acharya_Institute_of_Technology | director | ""Dr. G. P. Prabhukumar"" && Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | wasGivenTheTechnicalCampusStatusBy | All_India_Council_for_Technical_Education"
"Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && All_India_Council_for_Technical_Education | location | Mumbai && Acharya_Institute_of_Technology | director | ""Dr. G. P. Prabhukumar"" && Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | wasGivenTheTechnicalCampusStatusBy | All_India_Council_for_Technical_Education"
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | region | Guadalajara && Bionico | ingredient | Granola && Bionico | country | Mexico
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | region | Guadalajara && Bionico | ingredient | Granola && Bionico | country | Mexico
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | region | Guadalajara && Bionico | ingredient | Granola && Bionico | country | Mexico
"Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE && Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas && ENAIRE | city | Madrid && Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0 && Adolfo_Suárez_Madrid–Barajas_Airport | runwayName | ""14L/32R"""
"Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE && Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas && ENAIRE | city | Madrid && Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0 && Adolfo_Suárez_Madrid–Barajas_Airport | runwayName | ""14L/32R"""
"Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE && Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas && ENAIRE | city | Madrid && Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0 && Adolfo_Suárez_Madrid–Barajas_Airport | runwayName | ""14L/32R"""
English_Without_Tears | musicComposer | Nicholas_Brodszky && English_Without_Tears | editing | Alan_Jaggs && English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | writer | Anatole_de_Grunwald && English_Without_Tears | cinematography | Bernard_Knowles
English_Without_Tears | musicComposer | Nicholas_Brodszky && English_Without_Tears | editing | Alan_Jaggs && English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | writer | Anatole_de_Grunwald && English_Without_Tears | cinematography | Bernard_Knowles
English_Without_Tears | musicComposer | Nicholas_Brodszky && English_Without_Tears | editing | Alan_Jaggs && English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | writer | Anatole_de_Grunwald && English_Without_Tears | cinematography | Bernard_Knowles
University_of_Burgundy | numberOfUndergraduateStudents | 16800 && University_of_Burgundy | staff | 2900 && University_of_Burgundy | numberOfStudents | 27400 && University_of_Burgundy | numberOfDoctoralStudents | 1299 && University_of_Burgundy | numberOfPostgraduateStudents | 9400
University_of_Burgundy | numberOfUndergraduateStudents | 16800 && University_of_Burgundy | staff | 2900 && University_of_Burgundy | numberOfStudents | 27400 && University_of_Burgundy | numberOfDoctoralStudents | 1299 && University_of_Burgundy | numberOfPostgraduateStudents | 9400
University_of_Burgundy | numberOfUndergraduateStudents | 16800 && University_of_Burgundy | staff | 2900 && University_of_Burgundy | numberOfStudents | 27400 && University_of_Burgundy | numberOfDoctoralStudents | 1299 && University_of_Burgundy | numberOfPostgraduateStudents | 9400
Super_Capers | distributor | Lionsgate && Lionsgate | keyPerson | Jon_Feltheimer && Lionsgate | keyPerson | Michael_R._Burns && Super_Capers | starring | Michael_Rooker && Super_Capers | director | Ray_Griggs_(director)
Super_Capers | distributor | Lionsgate && Lionsgate | keyPerson | Jon_Feltheimer && Lionsgate | keyPerson | Michael_R._Burns && Super_Capers | starring | Michael_Rooker && Super_Capers | director | Ray_Griggs_(director)
Super_Capers | distributor | Lionsgate && Lionsgate | keyPerson | Jon_Feltheimer && Lionsgate | keyPerson | Michael_R._Burns && Super_Capers | starring | Michael_Rooker && Super_Capers | director | Ray_Griggs_(director)
Liselotte_Grschebina | birthPlace | Karlsruhe && Liselotte_Grschebina | birthDate | 1908-05-02 && Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | deathPlace | Israel && Liselotte_Grschebina | nationality | Israel
Liselotte_Grschebina | birthPlace | Karlsruhe && Liselotte_Grschebina | birthDate | 1908-05-02 && Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | deathPlace | Israel && Liselotte_Grschebina | nationality | Israel
Liselotte_Grschebina | birthPlace | Karlsruhe && Liselotte_Grschebina | birthDate | 1908-05-02 && Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | deathPlace | Israel && Liselotte_Grschebina | nationality | Israel
McVeagh_of_the_South_Seas | director | Cyril_Bruce && McVeagh_of_the_South_Seas | director | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | producer | The_Progressive_Motion_Picture_Company && McVeagh_of_the_South_Seas | distributor | Alliance_Films_Corporation
McVeagh_of_the_South_Seas | director | Cyril_Bruce && McVeagh_of_the_South_Seas | director | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | producer | The_Progressive_Motion_Picture_Company && McVeagh_of_the_South_Seas | distributor | Alliance_Films_Corporation
McVeagh_of_the_South_Seas | director | Cyril_Bruce && McVeagh_of_the_South_Seas | director | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | producer | The_Progressive_Motion_Picture_Company && McVeagh_of_the_South_Seas | distributor | Alliance_Films_Corporation
"11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property && 11th_Mississippi_Infantry_Monument | country | ""United States"""
"11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property && 11th_Mississippi_Infantry_Monument | country | ""United States"""
"11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property && 11th_Mississippi_Infantry_Monument | country | ""United States"""
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | ingredient | Granola && Bionico | region | Jalisco && Bionico | country | Mexico
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | ingredient | Granola && Bionico | region | Jalisco && Bionico | country | Mexico
It's_Great_to_Be_Young_(1956_film) | cinematography | Gilbert_Taylor && It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | director | Cyril_Frankel && It's_Great_to_Be_Young_(1956_film) | musicComposer | Louis_Levy && It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker
It's_Great_to_Be_Young_(1956_film) | cinematography | Gilbert_Taylor && It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | director | Cyril_Frankel && It's_Great_to_Be_Young_(1956_film) | musicComposer | Louis_Levy && It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker
It's_Great_to_Be_Young_(1956_film) | cinematography | Gilbert_Taylor && It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | director | Cyril_Frankel && It's_Great_to_Be_Young_(1956_film) | musicComposer | Louis_Levy && It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker
"Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | elevationAboveTheSeaLevel | 83.2104 && Bedford_Aerodrome | runwayName | ""08/26"" && Bedford_Aerodrome | runwaySurfaceType | Concrete"
"Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | elevationAboveTheSeaLevel | 83.2104 && Bedford_Aerodrome | runwayName | ""08/26"" && Bedford_Aerodrome | runwaySurfaceType | Concrete"
"Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | elevationAboveTheSeaLevel | 83.2104 && Bedford_Aerodrome | runwayName | ""08/26"" && Bedford_Aerodrome | runwaySurfaceType | Concrete"
Super_Capers | editing | Stacy_Katzman && Super_Capers | language | English_language && Super_Capers | runtime | 98.0 && Super_Capers | distributor | Roadside_Attractions && Super_Capers | distributor | Lionsgate
Super_Capers | editing | Stacy_Katzman && Super_Capers | language | English_language && Super_Capers | runtime | 98.0 && Super_Capers | distributor | Roadside_Attractions && Super_Capers | distributor | Lionsgate
Super_Capers | editing | Stacy_Katzman && Super_Capers | language | English_language && Super_Capers | runtime | 98.0 && Super_Capers | distributor | Roadside_Attractions && Super_Capers | distributor | Lionsgate
Death_on_a_Factory_Farm | director | Tom_Simon && Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | broadcastedBy | HBO && Death_on_a_Factory_Farm | editor | Geof_Bartz && Death_on_a_Factory_Farm | runtime | 83.0
Death_on_a_Factory_Farm | director | Tom_Simon && Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | broadcastedBy | HBO && Death_on_a_Factory_Farm | editor | Geof_Bartz && Death_on_a_Factory_Farm | runtime | 83.0
Death_on_a_Factory_Farm | director | Tom_Simon && Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | broadcastedBy | HBO && Death_on_a_Factory_Farm | editor | Geof_Bartz && Death_on_a_Factory_Farm | runtime | 83.0
Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | nationality | Israel && Liselotte_Grschebina | training | School_of_Applied_Arts_in_Stuttgart && Liselotte_Grschebina | birthDate | 1908-05-02 && Liselotte_Grschebina | professionalField | Photographer
Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | nationality | Israel && Liselotte_Grschebina | training | School_of_Applied_Arts_in_Stuttgart && Liselotte_Grschebina | birthDate | 1908-05-02 && Liselotte_Grschebina | professionalField | Photographer
Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | nationality | Israel && Liselotte_Grschebina | training | School_of_Applied_Arts_in_Stuttgart && Liselotte_Grschebina | birthDate | 1908-05-02 && Liselotte_Grschebina | professionalField | Photographer
"Alan_B._Miller_Hall | architect | Robert_A._M._Stern && Alan_B._Miller_Hall | address | ""101 Ukrop Way"" && Alan_B._Miller_Hall | currentTenants | Mason_School_of_Business && Alan_B._Miller_Hall | location | Williamsburg,_Virginia && Mason_School_of_Business | country | United_States"
"Alan_B._Miller_Hall | architect | Robert_A._M._Stern && Alan_B._Miller_Hall | address | ""101 Ukrop Way"" && Alan_B._Miller_Hall | currentTenants | Mason_School_of_Business && Alan_B._Miller_Hall | location | Williamsburg,_Virginia && Mason_School_of_Business | country | United_States"
"Alan_B._Miller_Hall | architect | Robert_A._M._Stern && Alan_B._Miller_Hall | address | ""101 Ukrop Way"" && Alan_B._Miller_Hall | currentTenants | Mason_School_of_Business && Alan_B._Miller_Hall | location | Williamsburg,_Virginia && Mason_School_of_Business | country | United_States"
Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE && Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas && ENAIRE | city | Madrid && Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0 && Alcobendas | country | Spain
Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE && Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas && ENAIRE | city | Madrid && Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0 && Alcobendas | country | Spain
Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE && Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas && ENAIRE | city | Madrid && Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0 && Alcobendas | country | Spain
University_of_Burgundy | numberOfUndergraduateStudents | 16800 && University_of_Burgundy | staff | 2900 && University_of_Burgundy | numberOfStudents | 27400 && University_of_Burgundy | numberOfDoctoralStudents | 1299 && University_of_Burgundy | city | Dijon
University_of_Burgundy | numberOfUndergraduateStudents | 16800 && University_of_Burgundy | staff | 2900 && University_of_Burgundy | numberOfStudents | 27400 && University_of_Burgundy | numberOfDoctoralStudents | 1299 && University_of_Burgundy | city | Dijon
University_of_Burgundy | numberOfUndergraduateStudents | 16800 && University_of_Burgundy | staff | 2900 && University_of_Burgundy | numberOfStudents | 27400 && University_of_Burgundy | numberOfDoctoralStudents | 1299 && University_of_Burgundy | city | Dijon
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | region | Jalisco && Bionico | country | Mexico
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | region | Jalisco && Bionico | country | Mexico
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | region | Jalisco && Bionico | country | Mexico
Hypermarcas | industry | Pharmaceuticals && Hypermarcas | foundingDate | 2001-01-01 && Hypermarcas | type | S.A._(corporation) && Hypermarcas | subsidiary | Mantecorp && Hypermarcas | netIncome | 108600000
Hypermarcas | industry | Pharmaceuticals && Hypermarcas | foundingDate | 2001-01-01 && Hypermarcas | type | S.A._(corporation) && Hypermarcas | subsidiary | Mantecorp && Hypermarcas | netIncome | 108600000
Hypermarcas | industry | Pharmaceuticals && Hypermarcas | foundingDate | 2001-01-01 && Hypermarcas | type | S.A._(corporation) && Hypermarcas | subsidiary | Mantecorp && Hypermarcas | netIncome | 108600000
Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | musicComposer | Jamie_Lawrence && Death_on_a_Factory_Farm | runtime | 83.0 && Death_on_a_Factory_Farm | producer | Sarah_Teale && Death_on_a_Factory_Farm | director | Sarah_Teale
Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | musicComposer | Jamie_Lawrence && Death_on_a_Factory_Farm | runtime | 83.0 && Death_on_a_Factory_Farm | producer | Sarah_Teale && Death_on_a_Factory_Farm | director | Sarah_Teale
Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | musicComposer | Jamie_Lawrence && Death_on_a_Factory_Farm | runtime | 83.0 && Death_on_a_Factory_Farm | producer | Sarah_Teale && Death_on_a_Factory_Farm | director | Sarah_Teale
It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | director | Cyril_Frankel && It's_Great_to_Be_Young_(1956_film) | musicComposer | Louis_Levy && It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker && It's_Great_to_Be_Young_(1956_film) | writer | Ted_Willis
It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | director | Cyril_Frankel && It's_Great_to_Be_Young_(1956_film) | musicComposer | Louis_Levy && It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker && It's_Great_to_Be_Young_(1956_film) | writer | Ted_Willis
It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | director | Cyril_Frankel && It's_Great_to_Be_Young_(1956_film) | musicComposer | Louis_Levy && It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker && It's_Great_to_Be_Young_(1956_film) | writer | Ted_Willis
Super_Capers | editing | Stacy_Katzman && Super_Capers | starring | Michael_Rooker && Super_Capers | starring | Tom_Sizemore && Super_Capers | language | English_language && Super_Capers | distributor | Roadside_Attractions
Super_Capers | editing | Stacy_Katzman && Super_Capers | starring | Michael_Rooker && Super_Capers | starring | Tom_Sizemore && Super_Capers | language | English_language && Super_Capers | distributor | Roadside_Attractions
Super_Capers | editing | Stacy_Katzman && Super_Capers | starring | Michael_Rooker && Super_Capers | starring | Tom_Sizemore && Super_Capers | language | English_language && Super_Capers | distributor | Roadside_Attractions
