"Adams_County,_Pennsylvania | hasToItsWest | Franklin_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania"
English_Without_Tears | runtime | 89.0 && English_Without_Tears | musicComposer | Nicholas_Brodszky && English_Without_Tears | releaseDate | 1944-07-28 && English_Without_Tears | director | Harold_French && English_Without_Tears | editing | Alan_Jaggs && English_Without_Tears | producer | Anatole_de_Grunwald
Hypermarcas | location | Brazil && Hypermarcas | product | Drugs && Hypermarcas | industry | Pharmaceuticals && Hypermarcas | keyPerson | CEO && Hypermarcas | foundingDate | 2001-01-01 && Hypermarcas | netIncome | 108600000
Hypermarcas | location | Brazil && Hypermarcas | product | Drugs && Hypermarcas | industry | Pharmaceuticals && Hypermarcas | keyPerson | CEO && Hypermarcas | foundingDate | 2001-01-01 && Hypermarcas | netIncome | 108600000
Hypermarcas | location | Brazil && Hypermarcas | product | Drugs && Hypermarcas | industry | Pharmaceuticals && Hypermarcas | keyPerson | CEO && Hypermarcas | foundingDate | 2001-01-01 && Hypermarcas | netIncome | 108600000
Super_Capers | editing | Stacy_Katzman && Super_Capers | budget | 2000000.0 && Super_Capers | writer | Ray_Griggs_(director) && Super_Capers | director | Ray_Griggs_(director) && Super_Capers | runtime | 98.0 && Super_Capers | gross | 30955.0
Super_Capers | editing | Stacy_Katzman && Super_Capers | budget | 2000000.0 && Super_Capers | writer | Ray_Griggs_(director) && Super_Capers | director | Ray_Griggs_(director) && Super_Capers | runtime | 98.0 && Super_Capers | gross | 30955.0
Super_Capers | editing | Stacy_Katzman && Super_Capers | budget | 2000000.0 && Super_Capers | writer | Ray_Griggs_(director) && Super_Capers | director | Ray_Griggs_(director) && Super_Capers | runtime | 98.0 && Super_Capers | gross | 30955.0
"Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && All_India_Council_for_Technical_Education | location | Mumbai && Acharya_Institute_of_Technology | director | ""Dr. G. P. Prabhukumar"" && Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | established | 2000 && Acharya_Institute_of_Technology | wasGivenTheTechnicalCampusStatusBy | All_India_Council_for_Technical_Education"
"Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && All_India_Council_for_Technical_Education | location | Mumbai && Acharya_Institute_of_Technology | director | ""Dr. G. P. Prabhukumar"" && Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | established | 2000 && Acharya_Institute_of_Technology | wasGivenTheTechnicalCampusStatusBy | All_India_Council_for_Technical_Education"
"Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && All_India_Council_for_Technical_Education | location | Mumbai && Acharya_Institute_of_Technology | director | ""Dr. G. P. Prabhukumar"" && Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | established | 2000 && Acharya_Institute_of_Technology | wasGivenTheTechnicalCampusStatusBy | All_India_Council_for_Technical_Education"
It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | cinematography | Gilbert_Taylor && It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | gross | 282838.0 && It's_Great_to_Be_Young_(1956_film) | director | Cyril_Frankel && It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker
It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | cinematography | Gilbert_Taylor && It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | gross | 282838.0 && It's_Great_to_Be_Young_(1956_film) | director | Cyril_Frankel && It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker
It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | cinematography | Gilbert_Taylor && It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | gross | 282838.0 && It's_Great_to_Be_Young_(1956_film) | director | Cyril_Frankel && It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker
"Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && All_India_Council_for_Technical_Education | location | Mumbai && Acharya_Institute_of_Technology | director | ""Dr. G. P. Prabhukumar"" && Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | wasGivenTheTechnicalCampusStatusBy | All_India_Council_for_Technical_Education && Acharya_Institute_of_Technology | state | Karnataka"
"Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && All_India_Council_for_Technical_Education | location | Mumbai && Acharya_Institute_of_Technology | director | ""Dr. G. P. Prabhukumar"" && Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | wasGivenTheTechnicalCampusStatusBy | All_India_Council_for_Technical_Education && Acharya_Institute_of_Technology | state | Karnataka"
"Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && All_India_Council_for_Technical_Education | location | Mumbai && Acharya_Institute_of_Technology | director | ""Dr. G. P. Prabhukumar"" && Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | wasGivenTheTechnicalCampusStatusBy | All_India_Council_for_Technical_Education && Acharya_Institute_of_Technology | state | Karnataka"
Hypermarcas | location | Brazil && Hypermarcas | type | S.A._(corporation) && Hypermarcas | subsidiary | Mantecorp && Hypermarcas | netIncome | 108600000 && Hypermarcas | numberOfEmployees | 10252 && Hypermarcas | location | São_Paulo
Hypermarcas | location | Brazil && Hypermarcas | type | S.A._(corporation) && Hypermarcas | subsidiary | Mantecorp && Hypermarcas | netIncome | 108600000 && Hypermarcas | numberOfEmployees | 10252 && Hypermarcas | location | São_Paulo
Hypermarcas | location | Brazil && Hypermarcas | type | S.A._(corporation) && Hypermarcas | subsidiary | Mantecorp && Hypermarcas | netIncome | 108600000 && Hypermarcas | numberOfEmployees | 10252 && Hypermarcas | location | São_Paulo
Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | leaderTitle | Governator && Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | timeZone | Pacific_Standard_Time_Zone && Ciudad_Ayala | leader | Juan_Nolasco
Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | leaderTitle | Governator && Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | timeZone | Pacific_Standard_Time_Zone && Ciudad_Ayala | leader | Juan_Nolasco
"Ciudad_Ayala | leaderTitle | ""City Manager"" && Ciudad_Ayala | utcOffset | −6 && Ciudad_Ayala | isPartOf | Morelos && Ciudad_Ayala | country | Mexico && Ciudad_Ayala | elevationAboveTheSeaLevel | 1147.0 && Ciudad_Ayala | timeZone | Pacific_Daylight_Time"
"Ciudad_Ayala | leaderTitle | ""City Manager"" && Ciudad_Ayala | utcOffset | −6 && Ciudad_Ayala | isPartOf | Morelos && Ciudad_Ayala | country | Mexico && Ciudad_Ayala | elevationAboveTheSeaLevel | 1147.0 && Ciudad_Ayala | timeZone | Pacific_Daylight_Time"
"Ciudad_Ayala | leaderTitle | ""City Manager"" && Ciudad_Ayala | utcOffset | −6 && Ciudad_Ayala | isPartOf | Morelos && Ciudad_Ayala | country | Mexico && Ciudad_Ayala | elevationAboveTheSeaLevel | 1147.0 && Ciudad_Ayala | timeZone | Pacific_Daylight_Time"
"Alan_B._Miller_Hall | buildingEndDate | ""1 June 2009"" && Alan_B._Miller_Hall | location | Virginia && Alan_B._Miller_Hall | architect | Robert_A._M._Stern && Alan_B._Miller_Hall | currentTenants | Mason_School_of_Business && Alan_B._Miller_Hall | completionDate | 2009-06-01 && Alan_B._Miller_Hall | location | Virginia"
"Alan_B._Miller_Hall | buildingEndDate | ""1 June 2009"" && Alan_B._Miller_Hall | location | Virginia && Alan_B._Miller_Hall | architect | Robert_A._M._Stern && Alan_B._Miller_Hall | currentTenants | Mason_School_of_Business && Alan_B._Miller_Hall | completionDate | 2009-06-01 && Alan_B._Miller_Hall | location | Virginia"
"Alan_B._Miller_Hall | buildingEndDate | ""1 June 2009"" && Alan_B._Miller_Hall | location | Virginia && Alan_B._Miller_Hall | architect | Robert_A._M._Stern && Alan_B._Miller_Hall | currentTenants | Mason_School_of_Business && Alan_B._Miller_Hall | completionDate | 2009-06-01 && Alan_B._Miller_Hall | location | Virginia"
"Aaron_Turner | instrument | Singing && Aaron_Turner | activeYearsStartYear | ""1995""^^xsd:gYear && Aaron_Turner | genre | Post-metal && Aaron_Turner | associatedBand/associatedMusicalArtist | Lotus_Eaters_(band) && Aaron_Turner | instrument | Singing && Aaron_Turner | activeYearsStartYear | 1995"
"Aaron_Turner | instrument | Singing && Aaron_Turner | activeYearsStartYear | ""1995""^^xsd:gYear && Aaron_Turner | genre | Post-metal && Aaron_Turner | associatedBand/associatedMusicalArtist | Lotus_Eaters_(band) && Aaron_Turner | instrument | Singing && Aaron_Turner | activeYearsStartYear | 1995"
"Aaron_Turner | instrument | Singing && Aaron_Turner | activeYearsStartYear | ""1995""^^xsd:gYear && Aaron_Turner | genre | Post-metal && Aaron_Turner | associatedBand/associatedMusicalArtist | Lotus_Eaters_(band) && Aaron_Turner | instrument | Singing && Aaron_Turner | activeYearsStartYear | 1995"
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | region | Guadalajara && Dessert | dishVariation | Sandesh_(confectionery) && Bionico | country | Mexico
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | region | Guadalajara && Dessert | dishVariation | Sandesh_(confectionery) && Bionico | country | Mexico
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | region | Guadalajara && Dessert | dishVariation | Sandesh_(confectionery) && Bionico | country | Mexico
Aaron_Turner | associatedMusicalArtist | Twilight_(band) && Aaron_Turner | hometown | Boston && Aaron_Turner | genre | Post-metal && Aaron_Turner | instrument | Singing && Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band) && Aaron_Turner | origin | Boston
Aaron_Turner | associatedMusicalArtist | Twilight_(band) && Aaron_Turner | hometown | Boston && Aaron_Turner | genre | Post-metal && Aaron_Turner | instrument | Singing && Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band) && Aaron_Turner | origin | Boston
Aaron_Turner | associatedMusicalArtist | Twilight_(band) && Aaron_Turner | hometown | Boston && Aaron_Turner | genre | Post-metal && Aaron_Turner | instrument | Singing && Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band) && Aaron_Turner | origin | Boston
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | ingredient | Granola && Dessert | dishVariation | Sandesh_(confectionery) && Bionico | country | Mexico
Mexico | currency | Mexican_peso && Mexico | demonym | Mexicans && Bionico | course | Dessert && Bionico | ingredient | Granola && Dessert | dishVariation | Sandesh_(confectionery) && Bionico | country | Mexico
"Aaron_Turner | instrument | Electric_guitar && Aaron_Turner | activeYearsStartYear | ""1995""^^xsd:gYear && Aaron_Turner | genre | Post-metal && Aaron_Turner | associatedBand/associatedMusicalArtist | Lotus_Eaters_(band) && Aaron_Turner | instrument | Electric_guitar && Aaron_Turner | activeYearsStartYear | 1995"
"Aaron_Turner | instrument | Electric_guitar && Aaron_Turner | activeYearsStartYear | ""1995""^^xsd:gYear && Aaron_Turner | genre | Post-metal && Aaron_Turner | associatedBand/associatedMusicalArtist | Lotus_Eaters_(band) && Aaron_Turner | instrument | Electric_guitar && Aaron_Turner | activeYearsStartYear | 1995"
