Hypermarcas | location | São_Paulo && Brazil | areaTotal | 8514837.14  (square kilometres) && Hypermarcas | location | Brazil && Hypermarcas | industry | Pharmaceuticals
English_Without_Tears | releaseDate | 1944-07-28 && English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | musicComposer | Nicholas_Brodszky && Nicholas_Brodszky | background | non_performing_personnel
English_Without_Tears | releaseDate | 1944-07-28 && English_Without_Tears | producer | Anatole_de_Grunwald && English_Without_Tears | musicComposer | Nicholas_Brodszky && Nicholas_Brodszky | background | non_performing_personnel
Super_Capers | starring | Adam_West && Super_Capers | writer | Ray_Griggs_(director) && Super_Capers | director | Ray_Griggs_(director) && Super_Capers | gross | 30955.0
Super_Capers | starring | Adam_West && Super_Capers | writer | Ray_Griggs_(director) && Super_Capers | director | Ray_Griggs_(director) && Super_Capers | gross | 30955.0
Super_Capers | starring | Adam_West && Super_Capers | writer | Ray_Griggs_(director) && Super_Capers | director | Ray_Griggs_(director) && Super_Capers | gross | 30955.0
It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | gross | 282838.0 && It's_Great_to_Be_Young_(1956_film) | director | Cyril_Frankel && It's_Great_to_Be_Young_(1956_film) | musicComposer | Louis_Levy
It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | gross | 282838.0 && It's_Great_to_Be_Young_(1956_film) | director | Cyril_Frankel && It's_Great_to_Be_Young_(1956_film) | musicComposer | Louis_Levy
It's_Great_to_Be_Young_(1956_film) | runtime | 94.0 && It's_Great_to_Be_Young_(1956_film) | gross | 282838.0 && It's_Great_to_Be_Young_(1956_film) | director | Cyril_Frankel && It's_Great_to_Be_Young_(1956_film) | musicComposer | Louis_Levy
Liselotte_Grschebina | training | School_of_Applied_Arts_in_Stuttgart && Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | birthDate | 1908-05-02 && Liselotte_Grschebina | deathPlace | Petah_Tikva
Liselotte_Grschebina | training | School_of_Applied_Arts_in_Stuttgart && Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | birthDate | 1908-05-02 && Liselotte_Grschebina | deathPlace | Petah_Tikva
Liselotte_Grschebina | training | School_of_Applied_Arts_in_Stuttgart && Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | birthDate | 1908-05-02 && Liselotte_Grschebina | deathPlace | Petah_Tikva
"ALCO_RS-3 | totalProduction | 1418 && ALCO_RS-3 | buildDate | ""May 1950 - August 1956"" && ALCO_RS-3 | builder | American_Locomotive_Company && ALCO_RS-3 | length | 17068.8 (millimetres)"
"ALCO_RS-3 | totalProduction | 1418 && ALCO_RS-3 | buildDate | ""May 1950 - August 1956"" && ALCO_RS-3 | builder | American_Locomotive_Company && ALCO_RS-3 | length | 17068.8 (millimetres)"
"ALCO_RS-3 | totalProduction | 1418 && ALCO_RS-3 | buildDate | ""May 1950 - August 1956"" && ALCO_RS-3 | builder | American_Locomotive_Company && ALCO_RS-3 | length | 17068.8 (millimetres)"
"Acharya_Institute_of_Technology | state | Karnataka && Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | state | Karnataka"
"Acharya_Institute_of_Technology | state | Karnataka && Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | state | Karnataka"
"Acharya_Institute_of_Technology | state | Karnataka && Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | state | Karnataka"
"Ciudad_Ayala | populationMetro | 1777539 && Ciudad_Ayala | leaderTitle | ""City Manager"" && Ciudad_Ayala | type | City && Ciudad_Ayala | governmentType | Council-manager_government"
"Ciudad_Ayala | populationMetro | 1777539 && Ciudad_Ayala | leaderTitle | ""City Manager"" && Ciudad_Ayala | type | City && Ciudad_Ayala | governmentType | Council-manager_government"
"Ciudad_Ayala | populationMetro | 1777539 && Ciudad_Ayala | leaderTitle | ""City Manager"" && Ciudad_Ayala | type | City && Ciudad_Ayala | governmentType | Council-manager_government"
GMA_New_Media | location | Philippines && Philippines | leader | Aquilino_Pimentel_III && Philippines | leader | Rodrigo_Duterte && GMA_New_Media | location | Quezon_City
GMA_New_Media | location | Philippines && Philippines | leader | Aquilino_Pimentel_III && Philippines | leader | Rodrigo_Duterte && GMA_New_Media | location | Quezon_City
GMA_New_Media | location | Philippines && Philippines | leader | Aquilino_Pimentel_III && Philippines | leader | Rodrigo_Duterte && GMA_New_Media | location | Quezon_City
Super_Capers | distributor | Lionsgate && Super_Capers | director | Ray_Griggs_(director) && Super_Capers | runtime | 98.0 && Super_Capers | distributor | Roadside_Attractions
Super_Capers | distributor | Lionsgate && Super_Capers | director | Ray_Griggs_(director) && Super_Capers | runtime | 98.0 && Super_Capers | distributor | Roadside_Attractions
Super_Capers | distributor | Lionsgate && Super_Capers | director | Ray_Griggs_(director) && Super_Capers | runtime | 98.0 && Super_Capers | distributor | Roadside_Attractions
"Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | elevationAboveTheSeaLevel | 83.2104 && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | runwayName | ""08/26"""
"Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | elevationAboveTheSeaLevel | 83.2104 && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | runwayName | ""08/26"""
"Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | elevationAboveTheSeaLevel | 83.2104 && Bedford_Aerodrome | runwayLength | 1095.0 && Bedford_Aerodrome | runwayName | ""08/26"""
University_of_Burgundy | city | Dijon && Dijon | postalCode | 21000 && University_of_Burgundy | numberOfUndergraduateStudents | 16800 && University_of_Burgundy | staff | 2900
University_of_Burgundy | city | Dijon && Dijon | postalCode | 21000 && University_of_Burgundy | numberOfUndergraduateStudents | 16800 && University_of_Burgundy | staff | 2900
University_of_Burgundy | city | Dijon && Dijon | postalCode | 21000 && University_of_Burgundy | numberOfUndergraduateStudents | 16800 && University_of_Burgundy | staff | 2900
McVeagh_of_the_South_Seas | imdbId | 0004319 && McVeagh_of_the_South_Seas | starring | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | producer | The_Progressive_Motion_Picture_Company
McVeagh_of_the_South_Seas | imdbId | 0004319 && McVeagh_of_the_South_Seas | starring | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | producer | The_Progressive_Motion_Picture_Company
McVeagh_of_the_South_Seas | imdbId | 0004319 && McVeagh_of_the_South_Seas | starring | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | producer | The_Progressive_Motion_Picture_Company
Aaron_Turner | associatedMusicalArtist | Old_Man_Gloom && Black_metal | musicFusionGenre | Death_metal && Aaron_Turner | genre | Black_metal && Aaron_Turner | associatedBand/associatedMusicalArtist | Old_Man_Gloom
Aaron_Turner | associatedMusicalArtist | Old_Man_Gloom && Black_metal | musicFusionGenre | Death_metal && Aaron_Turner | genre | Black_metal && Aaron_Turner | associatedBand/associatedMusicalArtist | Old_Man_Gloom
Aaron_Turner | associatedMusicalArtist | Old_Man_Gloom && Black_metal | musicFusionGenre | Death_metal && Aaron_Turner | genre | Black_metal && Aaron_Turner | associatedBand/associatedMusicalArtist | Old_Man_Gloom
Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | leaderTitle | Governator && Ciudad_Ayala | isPartOf | Morelos && Ciudad_Ayala | country | Mexico
Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | leaderTitle | Governator && Ciudad_Ayala | isPartOf | Morelos && Ciudad_Ayala | country | Mexico
Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | leaderTitle | Governator && Ciudad_Ayala | isPartOf | Morelos && Ciudad_Ayala | country | Mexico
"11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania"
"11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania"
"11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania"
"University_of_Burgundy | country | France && France | longName | ""French Republic"" && University_of_Burgundy | city | Dijon && France | leader | Claude_Bartolone"
"University_of_Burgundy | country | France && France | longName | ""French Republic"" && University_of_Burgundy | city | Dijon && France | leader | Claude_Bartolone"
"University_of_Burgundy | country | France && France | longName | ""French Republic"" && University_of_Burgundy | city | Dijon && France | leader | Claude_Bartolone"
"Trane | foundingDate | 1913-01-01 && Trane | industry | Building_materials && Trane | location | Swords,_Dublin && Swords,_Dublin | isPartOf | Leinster"
"Trane | foundingDate | 1913-01-01 && Trane | industry | Building_materials && Trane | location | Swords,_Dublin && Swords,_Dublin | isPartOf | Leinster"
"Trane | foundingDate | 1913-01-01 && Trane | industry | Building_materials && Trane | location | Swords,_Dublin && Swords,_Dublin | isPartOf | Leinster"
University_of_Burgundy | numberOfStudents | 27400 && University_of_Burgundy | numberOfDoctoralStudents | 1299 && University_of_Burgundy | campus | Dijon && University_of_Burgundy | city | Dijon
University_of_Burgundy | numberOfStudents | 27400 && University_of_Burgundy | numberOfDoctoralStudents | 1299 && University_of_Burgundy | campus | Dijon && University_of_Burgundy | city | Dijon
University_of_Burgundy | numberOfStudents | 27400 && University_of_Burgundy | numberOfDoctoralStudents | 1299 && University_of_Burgundy | campus | Dijon && University_of_Burgundy | city | Dijon
"Alan_B._Miller_Hall | architect | Robert_A._M._Stern && Alan_B._Miller_Hall | currentTenants | Mason_School_of_Business && Alan_B._Miller_Hall | location | Williamsburg,_Virginia && Alan_B._Miller_Hall | owner | College_of_William_&_Mary"
"Alan_B._Miller_Hall | architect | Robert_A._M._Stern && Alan_B._Miller_Hall | currentTenants | Mason_School_of_Business && Alan_B._Miller_Hall | location | Williamsburg,_Virginia && Alan_B._Miller_Hall | owner | College_of_William_&_Mary"
Chinabank | service | Banking && Chinabank | numberOfLocations | 295 && Chinabank | foundingDate | 1920-08-16 && Chinabank | netIncome | 15100000000
Chinabank | service | Banking && Chinabank | numberOfLocations | 295 && Chinabank | foundingDate | 1920-08-16 && Chinabank | netIncome | 15100000000
Chinabank | service | Banking && Chinabank | numberOfLocations | 295 && Chinabank | foundingDate | 1920-08-16 && Chinabank | netIncome | 15100000000
Super_Capers | starring | Michael_Rooker && Super_Capers | starring | Tom_Sizemore && Super_Capers | language | English_language && Super_Capers | runtime | 98.0
Super_Capers | starring | Michael_Rooker && Super_Capers | starring | Tom_Sizemore && Super_Capers | language | English_language && Super_Capers | runtime | 98.0
Super_Capers | starring | Michael_Rooker && Super_Capers | starring | Tom_Sizemore && Super_Capers | language | English_language && Super_Capers | runtime | 98.0
Ciudad_Ayala | type | City && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | utcOffset | −6 && Ciudad_Ayala | leaderTitle | Governator
Ciudad_Ayala | type | City && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | utcOffset | −6 && Ciudad_Ayala | leaderTitle | Governator
Ciudad_Ayala | type | City && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | utcOffset | −6 && Ciudad_Ayala | leaderTitle | Governator
Aaron_Turner | associatedMusicalArtist | Twilight_(band) && Aaron_Turner | instrument | Singing && Twilight_(band) | genre | Black_metal && Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band)
Aaron_Turner | associatedMusicalArtist | Twilight_(band) && Aaron_Turner | instrument | Singing && Twilight_(band) | genre | Black_metal && Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band)
Aaron_Turner | associatedMusicalArtist | Twilight_(band) && Aaron_Turner | instrument | Singing && Twilight_(band) | genre | Black_metal && Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band)
GMA_New_Media | industry | Mass_Media && GMA_New_Media | keyPerson | Felipe_Gozon && GMA_New_Media | industry | Entertainment && GMA_New_Media | type | Media_company
GMA_New_Media | industry | Mass_Media && GMA_New_Media | keyPerson | Felipe_Gozon && GMA_New_Media | industry | Entertainment && GMA_New_Media | type | Media_company
GMA_New_Media | industry | Mass_Media && GMA_New_Media | keyPerson | Felipe_Gozon && GMA_New_Media | industry | Entertainment && GMA_New_Media | type | Media_company
Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE && ENAIRE | city | Madrid && Adolfo_Suárez_Madrid–Barajas_Airport | runwayLength | 3500.0 && Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0
Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE && ENAIRE | city | Madrid && Adolfo_Suárez_Madrid–Barajas_Airport | runwayLength | 3500.0 && Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0
Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE && ENAIRE | city | Madrid && Adolfo_Suárez_Madrid–Barajas_Airport | runwayLength | 3500.0 && Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0
Bionico | country | Mexico && Bionico | course | Dessert && Mexico | leader | Silvano_Aureoles_Conejo && Bionico | country | Mexico
Bionico | country | Mexico && Bionico | course | Dessert && Mexico | leader | Silvano_Aureoles_Conejo && Bionico | country | Mexico
Bionico | country | Mexico && Bionico | course | Dessert && Mexico | leader | Silvano_Aureoles_Conejo && Bionico | country | Mexico
Super_Capers | distributor | Roadside_Attractions && Lionsgate | service | Digital_distribution && Super_Capers | distributor | Lionsgate && Lionsgate | service | Broadcast_programming
Super_Capers | distributor | Roadside_Attractions && Lionsgate | service | Digital_distribution && Super_Capers | distributor | Lionsgate && Lionsgate | service | Broadcast_programming
Super_Capers | distributor | Roadside_Attractions && Lionsgate | service | Digital_distribution && Super_Capers | distributor | Lionsgate && Lionsgate | service | Broadcast_programming
"Trane | foundingDate | 1913-01-01 && Trane | location | Ireland && Trane | foundationPlace | La_Crosse,_Wisconsin && Trane | industry | Building_materials"
"Trane | foundingDate | 1913-01-01 && Trane | location | Ireland && Trane | foundationPlace | La_Crosse,_Wisconsin && Trane | industry | Building_materials"
"Trane | foundingDate | 1913-01-01 && Trane | location | Ireland && Trane | foundationPlace | La_Crosse,_Wisconsin && Trane | industry | Building_materials"
University_of_Burgundy | staff | 2900 && University_of_Burgundy | numberOfDoctoralStudents | 1299 && University_of_Burgundy | campus | Dijon && University_of_Burgundy | city | Dijon
University_of_Burgundy | staff | 2900 && University_of_Burgundy | numberOfDoctoralStudents | 1299 && University_of_Burgundy | campus | Dijon && University_of_Burgundy | city | Dijon
University_of_Burgundy | staff | 2900 && University_of_Burgundy | numberOfDoctoralStudents | 1299 && University_of_Burgundy | campus | Dijon && University_of_Burgundy | city | Dijon
Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | elevationAboveTheSeaLevel | 83.2104
Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | elevationAboveTheSeaLevel | 83.2104
Bedford_Aerodrome | cityServed | Bedford_Autodrome && Bedford_Aerodrome | location | Thurleigh && Bedford_Aerodrome | icaoLocationIdentifier | EGBF && Bedford_Aerodrome | elevationAboveTheSeaLevel | 83.2104
Ciudad_Ayala | populationMetro | 1777539 && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | utcOffset | −6
Ciudad_Ayala | populationMetro | 1777539 && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | utcOffset | −6
Ciudad_Ayala | populationMetro | 1777539 && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | utcOffset | −6
Liselotte_Grschebina | birthPlace | German_Empire && Liselotte_Grschebina | birthDate | 1908-05-02 && Liselotte_Grschebina | birthPlace | Karlsruhe && Karlsruhe | leaderTitle | Oberbürgermeister
Liselotte_Grschebina | birthPlace | German_Empire && Liselotte_Grschebina | birthDate | 1908-05-02 && Liselotte_Grschebina | birthPlace | Karlsruhe && Karlsruhe | leaderTitle | Oberbürgermeister
Liselotte_Grschebina | birthPlace | German_Empire && Liselotte_Grschebina | birthDate | 1908-05-02 && Liselotte_Grschebina | birthPlace | Karlsruhe && Karlsruhe | leaderTitle | Oberbürgermeister
University_of_Burgundy | campus | Dijon && University_of_Burgundy | city | Dijon && Dijon | country | France && France | governmentType | Unitary_state
University_of_Burgundy | campus | Dijon && University_of_Burgundy | city | Dijon && Dijon | country | France && France | governmentType | Unitary_state
University_of_Burgundy | campus | Dijon && University_of_Burgundy | city | Dijon && Dijon | country | France && France | governmentType | Unitary_state
English_Without_Tears | runtime | 89.0 && English_Without_Tears | musicComposer | Nicholas_Brodszky && English_Without_Tears | releaseDate | 1944-07-28 && English_Without_Tears | editing | Alan_Jaggs
English_Without_Tears | runtime | 89.0 && English_Without_Tears | musicComposer | Nicholas_Brodszky && English_Without_Tears | releaseDate | 1944-07-28 && English_Without_Tears | editing | Alan_Jaggs
English_Without_Tears | runtime | 89.0 && English_Without_Tears | musicComposer | Nicholas_Brodszky && English_Without_Tears | releaseDate | 1944-07-28 && English_Without_Tears | editing | Alan_Jaggs
Mexico | currency | Mexican_peso && Bionico | course | Dessert && Bionico | region | Guadalajara && Bionico | country | Mexico
Mexico | currency | Mexican_peso && Bionico | course | Dessert && Bionico | region | Guadalajara && Bionico | country | Mexico
Mexico | currency | Mexican_peso && Bionico | course | Dessert && Bionico | region | Guadalajara && Bionico | country | Mexico
"11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && 11th_Mississippi_Infantry_Monument | country | ""United States"""
"11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && 11th_Mississippi_Infantry_Monument | country | ""United States"""
"11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && 11th_Mississippi_Infantry_Monument | country | ""United States"""
Mexico | leaderName | Enrique_Peña_Nieto && Bionico | course | Dessert && Bionico | country | Mexico && Mexico | leader | Enrique_Peña_Nieto
Mexico | leaderName | Enrique_Peña_Nieto && Bionico | course | Dessert && Bionico | country | Mexico && Mexico | leader | Enrique_Peña_Nieto
Mexico | leaderName | Enrique_Peña_Nieto && Bionico | course | Dessert && Bionico | country | Mexico && Mexico | leader | Enrique_Peña_Nieto
It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && John_Mills | spouse | Aileen_Raymond && John_Mills | spouse | Mary_Hayley_Bell && It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker
It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && John_Mills | spouse | Aileen_Raymond && John_Mills | spouse | Mary_Hayley_Bell && It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker
It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && John_Mills | spouse | Aileen_Raymond && John_Mills | spouse | Mary_Hayley_Bell && It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker
"11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania"
"11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania"
"11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property && Adams_County,_Pennsylvania | hasToItsNorth | Cumberland_County,_Pennsylvania"
"Ciudad_Ayala | populationDensity | 1604.0 && Mexico | leaderTitle | ""President of the Chamber of Deputies"" && Ciudad_Ayala | utcOffset | −6 && Ciudad_Ayala | country | Mexico"
"Ciudad_Ayala | populationDensity | 1604.0 && Mexico | leaderTitle | ""President of the Chamber of Deputies"" && Ciudad_Ayala | utcOffset | −6 && Ciudad_Ayala | country | Mexico"
"Ciudad_Ayala | populationDensity | 1604.0 && Mexico | leaderTitle | ""President of the Chamber of Deputies"" && Ciudad_Ayala | utcOffset | −6 && Ciudad_Ayala | country | Mexico"
Death_on_a_Factory_Farm | director | Tom_Simon && Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | broadcastedBy | HBO && Death_on_a_Factory_Farm | editor | Geof_Bartz
Death_on_a_Factory_Farm | director | Tom_Simon && Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | broadcastedBy | HBO && Death_on_a_Factory_Farm | editor | Geof_Bartz
Death_on_a_Factory_Farm | director | Tom_Simon && Death_on_a_Factory_Farm | producer | Tom_Simon && Death_on_a_Factory_Farm | broadcastedBy | HBO && Death_on_a_Factory_Farm | editor | Geof_Bartz
"ALCO_RS-3 | buildDate | ""May 1950 - August 1956"" && ALCO_RS-3 | engine | Four-stroke_engine && ALCO_RS-3 | powerType | Diesel-electric_transmission && ALCO_RS-3 | length | 17068.8 (millimetres)"
"ALCO_RS-3 | buildDate | ""May 1950 - August 1956"" && ALCO_RS-3 | engine | Four-stroke_engine && ALCO_RS-3 | powerType | Diesel-electric_transmission && ALCO_RS-3 | length | 17068.8 (millimetres)"
"ALCO_RS-3 | buildDate | ""May 1950 - August 1956"" && ALCO_RS-3 | engine | Four-stroke_engine && ALCO_RS-3 | powerType | Diesel-electric_transmission && ALCO_RS-3 | length | 17068.8 (millimetres)"
Ciudad_Ayala | isPartOf | Morelos && Ciudad_Ayala | country | Mexico && Ciudad_Ayala | elevationAboveTheSeaLevel | 1147.0 && Ciudad_Ayala | timeZone | Pacific_Daylight_Time
Ciudad_Ayala | isPartOf | Morelos && Ciudad_Ayala | country | Mexico && Ciudad_Ayala | elevationAboveTheSeaLevel | 1147.0 && Ciudad_Ayala | timeZone | Pacific_Daylight_Time
Ciudad_Ayala | isPartOf | Morelos && Ciudad_Ayala | country | Mexico && Ciudad_Ayala | elevationAboveTheSeaLevel | 1147.0 && Ciudad_Ayala | timeZone | Pacific_Daylight_Time
Liselotte_Grschebina | birthPlace | Karlsruhe && Liselotte_Grschebina | deathPlace | Israel && Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | deathPlace | Petah_Tikva
Liselotte_Grschebina | birthPlace | Karlsruhe && Liselotte_Grschebina | deathPlace | Israel && Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | deathPlace | Petah_Tikva
Liselotte_Grschebina | birthPlace | Karlsruhe && Liselotte_Grschebina | deathPlace | Israel && Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | deathPlace | Petah_Tikva
Pontiac_Rageous | productionStartYear | 1997 && Pontiac_Rageous | assembly | Michigan && Pontiac_Rageous | assembly | Detroit && Pontiac_Rageous | bodyStyle | Coupe
Pontiac_Rageous | productionStartYear | 1997 && Pontiac_Rageous | assembly | Michigan && Pontiac_Rageous | assembly | Detroit && Pontiac_Rageous | bodyStyle | Coupe
Pontiac_Rageous | productionStartYear | 1997 && Pontiac_Rageous | assembly | Michigan && Pontiac_Rageous | assembly | Detroit && Pontiac_Rageous | bodyStyle | Coupe
Ciudad_Ayala | country | Mexico && Ciudad_Ayala | elevationAboveTheSeaLevel | 1147.0 && Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | populationDensity | 1604.0
Ciudad_Ayala | country | Mexico && Ciudad_Ayala | elevationAboveTheSeaLevel | 1147.0 && Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | populationDensity | 1604.0
Ciudad_Ayala | country | Mexico && Ciudad_Ayala | elevationAboveTheSeaLevel | 1147.0 && Ciudad_Ayala | timeZone | Pacific_Daylight_Time && Ciudad_Ayala | populationDensity | 1604.0
McVeagh_of_the_South_Seas | imdbId | 0004319 && McVeagh_of_the_South_Seas | director | Cyril_Bruce && McVeagh_of_the_South_Seas | director | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878)
McVeagh_of_the_South_Seas | imdbId | 0004319 && McVeagh_of_the_South_Seas | director | Cyril_Bruce && McVeagh_of_the_South_Seas | director | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878)
McVeagh_of_the_South_Seas | imdbId | 0004319 && McVeagh_of_the_South_Seas | director | Cyril_Bruce && McVeagh_of_the_South_Seas | director | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878)
Liselotte_Grschebina | birthDate | 1908-05-02 && Liselotte_Grschebina | deathPlace | Petah_Tikva && Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | deathPlace | Israel
Liselotte_Grschebina | birthDate | 1908-05-02 && Liselotte_Grschebina | deathPlace | Petah_Tikva && Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | deathPlace | Israel
Liselotte_Grschebina | birthDate | 1908-05-02 && Liselotte_Grschebina | deathPlace | Petah_Tikva && Liselotte_Grschebina | deathDate | 1994-06-14 && Liselotte_Grschebina | deathPlace | Israel
Acharya_Institute_of_Technology | free | All_India_Council_for_Technical_Education && Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University && Acharya_Institute_of_Technology | city | Bangalore && Acharya_Institute_of_Technology | wasGivenTheTechnicalCampusStatusBy | All_India_Council_for_Technical_Education
